pathway_id	pathway_name	collection	subcollection	organism	gene_symbol	gene_ensembl	gene_entrez
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dgat1	ENSMUSG00000022555	13350
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dhcr7	ENSMUSG00000058454	13360
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dhrs7	ENSMUSG00000021094	66375
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dhrs7b	ENSMUSG00000042569	216820
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dlat	ENSMUSG00000000168	235339
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dld	ENSMUSG00000020664	13382
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dnajb9	ENSMUSG00000014905	27362
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dnajc15	ENSMUSG00000022013	66148
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Dram2	ENSMUSG00000027900	67171
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ech1	ENSMUSG00000053898	51798
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Echs1	ENSMUSG00000025465	93747
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Elmod3	ENSMUSG00000056698	232089
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Elovl6	ENSMUSG00000041220	170439
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Enpp2	ENSMUSG00000022425	18606
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ephx2	ENSMUSG00000022040	13850
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Esrra	ENSMUSG00000024955	26379
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Esyt1	ENSMUSG00000025366	23943
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Etfb	ENSMUSG00000004610	110826
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Fabp4	ENSMUSG00000062515	11770
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Fah	ENSMUSG00000030630	14085
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Fzd4	ENSMUSG00000049791	14366
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	G3bp2	ENSMUSG00000029405	23881
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gadd45a	ENSMUSG00000036390	13197
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gbe1	ENSMUSG00000022707	74185
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ghitm	ENSMUSG00000041028	66092
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gpam	ENSMUSG00000024978	14732
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gpat4	ENSMUSG00000031545	102247
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gpd2	ENSMUSG00000026827	14571
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gphn	ENSMUSG00000047454	268566
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gpx3	ENSMUSG00000018339	14778
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Gpx4	ENSMUSG00000075706	625249
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Grpel1	ENSMUSG00000029198	17713
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Hadh	ENSMUSG00000027984	15107
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Hibch	ENSMUSG00000041426	227095
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Hspb8	ENSMUSG00000041548	80888
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Idh1	ENSMUSG00000025950	15926
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Idh3a	ENSMUSG00000032279	67834
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Idh3g	ENSMUSG00000002010	15929
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ifngr1	ENSMUSG00000020009	15979
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Immt	ENSMUSG00000052337	76614
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Itga7	ENSMUSG00000025348	16404
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Itih5	ENSMUSG00000025780	209378
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Itsn1	ENSMUSG00000022957	16443
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Jagn1	ENSMUSG00000051256	67767
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Lama4	ENSMUSG00000019846	16775
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Lep	ENSMUSG00000059201	16846
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Lifr	ENSMUSG00000054263	16880
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Lipe	ENSMUSG00000003123	16890
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Lpcat3	ENSMUSG00000004270	14792
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Lpl	ENSMUSG00000015568	16956
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ltc4s	ENSMUSG00000020377	17001
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Map4k3	ENSMUSG00000024242	225028
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mccc1	ENSMUSG00000027709	72039
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mdh2	ENSMUSG00000019179	17448
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Me1	ENSMUSG00000032418	17436
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mgll	ENSMUSG00000033174	23945
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mgst3	ENSMUSG00000026688	66447
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Miga2	ENSMUSG00000026858	108958
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mrap	ENSMUSG00000039956	77037
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mrpl15	ENSMUSG00000033845	27395
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mtarc2	ENSMUSG00000073481	67247
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mtch2	ENSMUSG00000027282	56428
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Mylk	ENSMUSG00000022836	107589
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Nabp1	ENSMUSG00000026107	109019
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ndufa5	ENSMUSG00000023089	68202
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ndufab1	ENSMUSG00000030869	70316
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ndufb7	ENSMUSG00000033938	66916
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ndufs3	ENSMUSG00000005510	68349
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Nkiras1	ENSMUSG00000021772	69721
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Nmt1	ENSMUSG00000020936	18107
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Omd	ENSMUSG00000048368	27047
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Orm1	ENSMUSG00000039196	18405
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pdcd4	ENSMUSG00000024975	18569
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pemt	ENSMUSG00000000301	18618
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pex14	ENSMUSG00000028975	56273
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pfkfb3	ENSMUSG00000026773	170768
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pfkl	ENSMUSG00000020277	18641
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pgm1	ENSMUSG00000025791	72157
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Phldb1	ENSMUSG00000048537	102693
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Phyh	ENSMUSG00000026664	16922
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pim3	ENSMUSG00000035828	223775
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Plin2	ENSMUSG00000028494	11520
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Por	ENSMUSG00000005514	18984
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pparg	ENSMUSG00000000440	19016
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ppm1b	ENSMUSG00000061130	19043
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ppp1r15b	ENSMUSG00000046062	108954
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Prdx3	ENSMUSG00000024997	11757
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Preb	ENSMUSG00000045302	50907
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ptcd3	ENSMUSG00000063884	69956
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ptger3	ENSMUSG00000040016	19218
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Qdpr	ENSMUSG00000015806	110391
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Rab34	ENSMUSG00000002059	19376
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Reep5	ENSMUSG00000005873	13476
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Reep6	ENSMUSG00000035504	70335
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Retn	ENSMUSG00000012705	57264
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Retsat	ENSMUSG00000056666	67442
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Riok3	ENSMUSG00000024404	66878
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Rmdn3	ENSMUSG00000070730	67809
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Rnf11	ENSMUSG00000028557	29864
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Rreb1	ENSMUSG00000039087	68750
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Rtn3	ENSMUSG00000024758	20168
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Samm50	ENSMUSG00000022437	68653
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Scarb1	ENSMUSG00000037936	20778
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Scp2	ENSMUSG00000028603	20280
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sdhb	ENSMUSG00000009863	67680
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sdhc	ENSMUSG00000058076	66052
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Slc19a1	ENSMUSG00000001436	20509
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Slc1a5	ENSMUSG00000001918	20514
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Slc25a1	ENSMUSG00000003528	13358
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Slc25a10	ENSMUSG00000025792	27376
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Slc27a1	ENSMUSG00000031808	26457
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Slc5a6	ENSMUSG00000006641	330064
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Pqlc3	ENSMUSG00000045679	217430
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sncg	ENSMUSG00000023064	20618
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sod1	ENSMUSG00000022982	20655
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sorbs1	ENSMUSG00000025006	20411
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sowahc	ENSMUSG00000098188	268301
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sparcl1	ENSMUSG00000029309	13602
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sqor	ENSMUSG00000005803	59010
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sspn	ENSMUSG00000030255	16651
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Stat5a	ENSMUSG00000004043	20850
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Stom	ENSMUSG00000026880	13830
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Suclg1	ENSMUSG00000052738	56451
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Sult1a1	ENSMUSG00000030711	20887
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Taldo1	ENSMUSG00000025503	21351
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Tank	ENSMUSG00000064289	21353
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Tkt	ENSMUSG00000021957	21881
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Tob1	ENSMUSG00000037573	22057
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Tst	ENSMUSG00000044986	22117
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ubc	ENSMUSG00000008348	22190
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ubqln1	ENSMUSG00000005312	56085
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Uck1	ENSMUSG00000002550	22245
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ucp2	ENSMUSG00000033685	22228
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Uqcr10	ENSMUSG00000059534	66152
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Uqcr11	ENSMUSG00000020163	66594
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Uqcrc1	ENSMUSG00000025651	22273
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Uqcrq	ENSMUSG00000044894	22272
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Vegfb	ENSMUSG00000024962	22340
M5905	HALLMARK_ADIPOGENESIS	H		Mus musculus	Ywhag	ENSMUSG00000051391	22628
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Aars	ENSMUSG00000031960	234734
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Abce1	ENSMUSG00000058355	24015
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Abi1	ENSMUSG00000058835	11308
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ache	ENSMUSG00000023328	11423
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Acvr2a	ENSMUSG00000052155	11480
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Akt1	ENSMUSG00000001729	11651
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Apbb1	ENSMUSG00000037032	11785
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	B2m	ENSMUSG00000060802	12010
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Bcat1	ENSMUSG00000030268	12035
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Bcl10	ENSMUSG00000028191	12042
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Bcl3	ENSMUSG00000053175	12051
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Brca1	ENSMUSG00000017146	12189
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	C2	ENSMUSG00000024371	12263
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Capg	ENSMUSG00000056737	12332
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cartpt	ENSMUSG00000021647	27220
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl11	ENSMUSG00000020676	20292
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl11	ENSMUSG00000020676	20292
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl19	ENSMUSG00000071005	24047
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl2	ENSMUSG00000035385	20296
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl22	ENSMUSG00000031779	20299
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl4	ENSMUSG00000018930	20303
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl5	ENSMUSG00000035042	20304
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccl7	ENSMUSG00000035373	20306
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccnd2	ENSMUSG00000000184	12444
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccnd3	ENSMUSG00000034165	12445
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccr1	ENSMUSG00000025804	12768
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccr2	ENSMUSG00000049103	12772
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ccr5	ENSMUSG00000079227	12774
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd1d1	ENSMUSG00000028076	12479
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd2	ENSMUSG00000027863	12481
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd247	ENSMUSG00000005763	12503
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd28	ENSMUSG00000026012	12487
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd3d	ENSMUSG00000032094	12500
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd3e	ENSMUSG00000032093	12501
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd3g	ENSMUSG00000002033	12502
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd4	ENSMUSG00000023274	12504
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd40	ENSMUSG00000017652	21939
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd40lg	ENSMUSG00000031132	21947
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd47	ENSMUSG00000055447	16423
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd7	ENSMUSG00000025163	12516
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd74	ENSMUSG00000024610	16149
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd79a	ENSMUSG00000003379	12518
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd80	ENSMUSG00000075122	12519
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd86	ENSMUSG00000022901	12524
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd8a	ENSMUSG00000053977	12525
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd8b1	ENSMUSG00000053044	12526
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cd96	ENSMUSG00000022657	84544
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cdkn2a	ENSMUSG00000044303	12578
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cfp	ENSMUSG00000001128	18636
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Crtam	ENSMUSG00000032021	54698
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Csf1	ENSMUSG00000014599	12977
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Csk	ENSMUSG00000032312	12988
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Ctss	ENSMUSG00000038642	13040
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cxcl13	ENSMUSG00000023078	55985
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cxcl9	ENSMUSG00000029417	17329
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Cxcr3	ENSMUSG00000050232	12766
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Dars	ENSMUSG00000026356	226414
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Degs1	ENSMUSG00000038633	13244
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Dyrk3	ENSMUSG00000016526	226419
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Egfr	ENSMUSG00000020122	13649
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Eif3a	ENSMUSG00000024991	13669
M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Mus musculus	Eif3d	ENSMUSG00000016554	55944
